utterance,response,response_time,speaker,responder,utterance_time,start_time,error,age,past_tense,plural,overlap,source_file
 and color on one of these pa, that would be a good idea,0.0,MOT,MOT,0.8140000000000782,1547.608,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 that would be a good idea, okay,0.0,MOT,CAT,1.0640000000000782,1548.422,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 okay, we got crayons over here,0.0,CAT,CAT,0.8149999999998272,1549.486,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 we got crayons over here, you wanna color on that,0.0,CAT,CAT,2.87700000000018,1550.301,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 you wanna color on that, yeah they're spar,0.0,CAT,CHI,1.112999999999829,1553.178,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah they're spar, these are sparkly crayons,0.0,CHI,CAT,2.36200000000008,1554.291,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 these are sparkly crayons, oh,0.0,CAT,CHI,1.3969999999999345,1556.653,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh, do you want the sparkly ones,0.0,CHI,CAT,0.9629999999999654,1558.05,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 do you want the sparkly ones, yeah they're all all ones,0.0,CAT,CHI,0.9819999999999709,1559.013,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah they're all all ones, yeah aren't they neat,0.0,CHI,CAT,3.9720000000002074,1559.995,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah aren't they neat, they're sparkly,0.0,CAT,CAT,1.9629999999999654,1563.967,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 they're sparkly, we gotta try to find a page with Woody on it,0.0,CAT,MOT,1.0460000000000491,1565.93,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 we gotta try to find a page with Woody on it, here's a page with Woody on it,0.0,MOT,MOT,2.711999999999989,1566.976,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 here's a page with Woody on it, yeah nice,0.0,MOT,CAT,1.4629999999999654,1569.688,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah nice, oh look he's smilin,4.0,CAT,CHI,1.2959999999998217,1571.151,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh look he's smilin, I'll draw his eyes pink okay,0.0,CHI,CHI,3.3420000000000982,1576.447,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 I'll draw his eyes pink okay, he has been up all night,0.0,CHI,MOT,7.962999999999965,1579.789,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 he has been up all night, wow I don't know if that's pink what color does that look like,12.0,MOT,MOT,2.1949999999999363,1587.752,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 wow I don't know if that's pink what color does that look like, yeah what color is that,3.0,MOT,CAT,2.9620000000002165,1601.947,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah what color is that, he's brown,0.0,CAT,CHI,1.6289999999999054,1607.909,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 he's brown, he's brown,0.0,CHI,CAT,5.203999999999951,1609.538,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 he's brown, what did you just color brown,0.0,CAT,CAT,1.2960000000000491,1614.742,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 what did you just color brown, um red,0.0,CAT,CHI,1.1489999999998872,1616.038,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 um red, red,0.0,CHI,CAT,2.9260000000001583,1617.187,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 red, oh yeah red,0.0,CAT,MOT,1.1289999999999054,1620.113,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh yeah red, that's funny,0.0,MOT,CHI,0.8980000000001382,1621.242,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 that's funny, very good,0.0,CHI,MOT,2.19399999999996,1622.14,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 very good, that's funny,0.0,MOT,CHI,1.7960000000000491,1624.334,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 that's funny, it is funny,0.0,CHI,CAT,2.3619999999998527,1626.13,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 it is funny, funny markers,0.0,CAT,CHI,1.0640000000000782,1628.492,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 funny markers, fine markers,0.0,CHI,CHI,2.842999999999847,1629.556,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 fine markers, what markers,0.0,CHI,CAT,3.0260000000000673,1632.399,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 what markers, there's some different markers,0.0,CAT,CAT,1.3630000000000564,1635.425,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 there's some different markers, how blue,0.0,CAT,CAT,4.654999999999973,1636.788,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 how blue, Woody,0.0,CAT,CHI,1.1130000000000564,1641.443,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 Woody, to draw Jessie the cowboy,0.0,CHI,CHI,2.44399999999996,1642.556,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 to draw Jessie the cowboy, cowgirl,0.0,CHI,MOT,6.25,1645.0,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 cowgirl, cowgirl let's,0.0,MOT,CHI,1.0820000000001073,1651.25,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 cowgirl let's, drawed Jessie the cow,0.0,CHI,CHI,2.3439999999998236,1652.332,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 drawed Jessie the cow, very good,0.0,CHI,CAT,6.58400000000006,1654.676,True,['P2Y04M21D'],True,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 very good, okay,0.0,CAT,CHI,1.4629999999999654,1661.26,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 okay, xxx red eyes,0.0,CHI,CAT,0.8969999999999345,1662.723,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 xxx red eyes, wanna draw her bulue on her face,0.0,CAT,CHI,1.8800000000001091,1663.62,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 wanna draw her bulue on her face, and her smile,0.0,CHI,CHI,6.0,1665.5,True,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 and her smile, very nice,5.0,CHI,CAT,4.2409999999999854,1671.5,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 very nice, what else are you gonna draw,0.0,CAT,CAT,1.1010000000001128,1680.741,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 what else are you gonna draw, a horsie,0.0,CAT,CHI,1.8959999999999582,1681.842,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 a horsie, oh he's gotta a blue smile,25.0,CHI,CAT,2.826000000000022,1683.738,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh he's gotta a blue smile, xxx,0.0,CAT,CAT,1.5,1711.564,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 xxx, the other page,4.0,CAT,CHI,1.1469999999999345,1713.064,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 the other page, other page,0.0,CHI,CHI,1.7129999999999654,1718.211,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 other page, other page,0.0,CHI,CAT,2.1100000000001273,1719.924,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 other page, what are you coloring now,0.0,CAT,CAT,0.5659999999998035,1722.034,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 what are you coloring now, um Jessie,0.0,CAT,CHI,7.898000000000138,1722.6,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 um Jessie, they all have red eyes,9.0,CHI,CAT,13.315000000000055,1730.498,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 they all have red eyes, yeah,0.0,CAT,MOT,2.785999999999831,1752.813,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah, and some blue on her smile,0.0,MOT,CHI,0.7309999999999945,1755.599,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 and some blue on her smile, oh that's beautiful,0.0,CHI,CAT,4.158000000000129,1756.33,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh that's beautiful, wow,0.0,CAT,MOT,2.2100000000000364,1760.488,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 wow, it's like she uses her toothpaste a lot,0.0,MOT,MOT,0.4659999999998945,1762.698,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 it's like she uses her toothpaste a lot, yeah,0.0,MOT,CHI,2.1099999999999,1763.164,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah, you'd never lose color on that picture,3.0,CHI,CAT,0.8150000000000546,1765.274,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 you'd never lose color on that picture, for Woody,7.0,CAT,CHI,2.9260000000001583,1769.089,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 for Woody, Woody,0.0,CHI,CHI,2.793999999999869,1779.015,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 Woody, good job,0.0,CHI,CAT,0.5480000000000018,1781.809,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 good job, Woody,0.0,CAT,CHI,0.7309999999999945,1782.357,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 Woody, him too,0.0,CHI,CHI,0.8980000000001382,1783.088,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 him too, and I color my friend Woody,0.0,CHI,CHI,2.44399999999996,1783.986,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 and I color my friend Woody, oh okay,0.0,CHI,CAT,5.435999999999922,1786.43,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh okay, color my friend Woody,0.0,CAT,CHI,1.4629999999999654,1791.866,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 color my friend Woody, all right,0.0,CHI,CAT,2.4600000000000364,1793.329,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 all right, color,0.0,CAT,CHI,1.6300000000001091,1795.789,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 color, oh you want me to draw Woody,0.0,CHI,CAT,0.46499999999991815,1797.419,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh you want me to draw Woody, and color my friend Woody,0.0,CAT,CHI,0.8150000000000546,1797.884,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 and color my friend Woody, well okay,0.0,CHI,CAT,3.175999999999931,1798.699,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 well okay, you hafta help me though,0.0,CAT,CAT,1.2129999999999654,1801.875,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 you hafta help me though, how do I start drawing Woody,0.0,CAT,CAT,1.0650000000000546,1803.088,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 how do I start drawing Woody, what does he look like,0.0,CAT,CAT,1.9610000000000127,1804.153,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 what does he look like, um uh,0.0,CAT,CHI,1.5460000000000491,1806.114,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 um uh, blue,0.0,CHI,CHI,2.2769999999998163,1807.66,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 blue, I want his face,0.0,CHI,CHI,1.9290000000000873,1809.937,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 I want his face, you wanna draw draw and show me,-1.0,CHI,CAT,2.675999999999931,1811.866,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 you wanna draw draw and show me, yeah,0.0,CAT,CHI,1.6290000000001328,1813.542,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah, take this off for xxx,0.0,CHI,CHI,1.7129999999999654,1815.171,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 take this off for xxx, well here I'll hold it for ya,0.0,CHI,CAT,5.287000000000035,1816.884,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 well here I'll hold it for ya, okay,0.0,CAT,CAT,1.4139999999999873,1822.171,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 okay, smile for him,0.0,CAT,CHI,0.7799999999999727,1823.585,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 smile for him, you want the red crayon,0.0,CHI,CAT,4.157999999999902,1824.365,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 you want the red crayon, and some eyes f for him,0.0,CAT,CHI,1.3790000000001328,1828.523,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 and some eyes f for him, okay,0.0,CHI,CAT,2.675999999999931,1829.902,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 okay, that's Woody,0.0,CAT,CHI,6.91599999999994,1832.578,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 that's Woody, wow what a big Woody,-1.3800000000001091,CHI,MOT,1.3800000000001091,1839.494,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 wow what a big Woody, I didn't know you were gonna make a big big Woody,0.0,MOT,MOT,1.7960000000000491,1839.494,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 I didn't know you were gonna make a big big Woody, yeah,0.0,MOT,CAT,1.94399999999996,1841.29,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah, that's a big big Woody,0.0,CAT,CHI,0.4670000000000982,1843.234,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 that's a big big Woody, what else is on Woody,0.0,CHI,CAT,3.2590000000000146,1843.701,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 what else is on Woody, um,0.0,CAT,CHI,1.8609999999998763,1846.96,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 um, what else does he need,0.0,CHI,CAT,1.2320000000001983,1848.821,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 what else does he need, his buttons,0.0,CAT,CHI,1.1289999999999054,1850.053,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 his buttons, his buttons of course,0.0,CHI,CAT,1.0650000000000546,1851.182,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 his buttons of course, all right,7.0,CAT,CAT,2.02800000000002,1852.247,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 all right, his buttons,4.0,CAT,CHI,1.3139999999998508,1861.275,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 his buttons, see he's all colored,0.0,CHI,CHI,1.7290000000000418,1866.589,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 see he's all colored, good job,-1.0,CHI,CAT,4.788999999999987,1868.318,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 good job, and nose,0.0,CAT,CHI,1.3140000000000782,1872.107,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 and nose, does he also wear a hat,-1.5460000000000491,CHI,CAT,1.5460000000000491,1873.421,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 does he also wear a hat, I think he needs a hat,0.0,CAT,CAT,2.7590000000000146,1873.421,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 I think he needs a hat, okay,0.0,CAT,CHI,1.4629999999999654,1876.18,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 okay, oh very good,0.0,CHI,CAT,0.4500000000000455,1877.643,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh very good, wow,0.0,CAT,MOT,3.938999999999851,1878.093,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 wow, that's very good Woody,0.0,MOT,CAT,0.5160000000000764,1882.032,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 that's very good Woody, oh my gosh,0.0,CAT,MOT,3.4739999999999327,1882.548,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 oh my gosh, and nose and eyes and buttons,0.0,MOT,CHI,1.7300000000000182,1886.022,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 and nose and eyes and buttons, yeah he's got everything he needs,0.0,CHI,CAT,5.019999999999982,1887.752,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 yeah he's got everything he needs, and and,-1.2960000000000491,CAT,CHI,1.2960000000000491,1892.772,False,['P2Y04M21D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020421.xml
 so what do we have over here Jillian, ooh there's a horse,2.0,CAT,CAT,2.3600000000000003,3.0,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 ooh there's a horse, ooh what's that guy doing,0.0,CAT,CAT,1.7960000000000003,7.36,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 ooh what's that guy doing, get this daddy,0.0,CAT,CHI,2.6099999999999994,9.156,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 get this daddy, get this daddy out,0.0,CHI,CHI,6.7509999999999994,11.766,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 get this daddy out, what's he doin,0.0,CHI,CAT,2.6090000000000018,18.517,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 what's he doin, I'm going to put him him next to his father,0.0,CAT,CHI,0.7979999999999983,21.126,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 I'm going to put him him next to his father, oh,0.0,CHI,CAT,8.712,21.924,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 oh, where's the baby,0.0,CAT,CHI,0.879999999999999,30.636,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 where's the baby, wher the baby,0.0,CHI,CAT,0.9819999999999993,31.516,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 wher the baby, hm,0.0,CAT,CAT,1.713000000000001,32.498,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 hm, hm,0.0,CAT,CHI,0.48100000000000165,34.211,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 hm, there must be a baby here somewhere,0.0,CHI,CAT,0.6490000000000009,34.692,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 there must be a baby here somewhere, where is it,0.0,CAT,CAT,1.9439999999999955,35.341,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 where is it, oh here's a baby,0.0,CAT,CAT,1.1640000000000015,37.285,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 oh here's a baby, here's a baby,0.0,CAT,CHI,2.7109999999999985,38.449,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 here's a baby, baby,0.0,CHI,CAT,1.3800000000000026,41.16,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 baby, and let's see what else do we have,0.0,CAT,CAT,0.6310000000000002,42.54,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 and let's see what else do we have, and the mommy goes on the horse,0.0,CAT,CHI,8.710999999999999,43.171,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 and the mommy goes on the horse, the mommy goes on the horse,0.0,CHI,CHI,2.511000000000003,51.882,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 the mommy goes on the horse, she goes on the horse,0.0,CHI,CAT,3.0919999999999987,54.393,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 she goes on the horse, yeah,0.0,CAT,CHI,0.5660000000000025,57.485,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 yeah, where is she gonna go on the horse,0.0,CHI,CAT,1.080999999999996,58.051,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 where is she gonna go on the horse, she's going to the stream,0.0,CAT,CHI,2.5760000000000005,59.132,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 she's going to the stream, oh,0.0,CHI,CAT,2.926000000000002,61.708,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 oh, she can't,0.0,CAT,CHI,1.313999999999993,64.634,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 she can't, oh she can't really sit on there huh,0.0,CHI,CAT,2.676000000000002,65.948,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 oh she can't really sit on there huh, whoops,0.0,CAT,CAT,1.5630000000000024,68.624,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 whoops, oh what happened to daddy,0.0,CAT,CAT,0.7990000000000066,70.187,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 oh what happened to daddy, now the daddy can sit,-1.0,CAT,CHI,1.4789999999999992,70.986,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 now the daddy can sit, what happened to daddy,0.0,CHI,CAT,2.1289999999999907,71.465,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
 what happened to daddy, oh he can sit there good can't he,0.0,CAT,CAT,0.7970000000000113,73.594,False,['P2Y04M28D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Jillian/020428.xml
