utterance,response,response_time,speaker,responder,utterance_time,error,age,past_tense,plural,overlap,source_file
 yeah and who's gonna come to your party do you know, Seamus,0.0,JES,CHI,3.592000000000013,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 Seamus, oh,0.0,CHI,JES,0.9629999999999939,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh, and Wendel,0.0,JES,CHI,0.9809999999999945,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and Wendel, and are they all gonna wear pumpkin shirts too,0.0,CHI,JES,1.0649999999999977,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and are they all gonna wear pumpkin shirts too, no,0.0,JES,CHI,6.415999999999997,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, no,0.0,CHI,JES,1.1300000000000239,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, then what are they gonna wear do you know,0.0,JES,JES,0.7309999999999945,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 then what are they gonna wear do you know, just me,0.0,JES,CHI,2.1119999999999948,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 just me, just you you have the special shirt,0.0,CHI,JES,0.813999999999993,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 just you you have the special shirt, yeah,0.0,JES,CHI,1.4629999999999939,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, oh,0.0,CHI,JES,0.8970000000000198,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh, it glows,-0.4170000000000016,JES,CHI,0.4170000000000016,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 it glows, it glows,0.0,CHI,JES,1.1469999999999914,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 it glows, in the dark,0.0,JES,JES,1.046999999999997,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 in the dark, yeah,0.0,JES,CHI,1.1479999999999961,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, ooh that's cool,0.0,CHI,JES,0.7480000000000189,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 ooh that's cool, so what are you guys gonna do at your party,0.0,JES,JES,2.2620000000000005,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 so what are you guys gonna do at your party, Halloween party,0.0,JES,CHI,2.9259999999999877,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 Halloween party, are you gonna lo um do more pumpkins,0.0,CHI,JES,4.8700000000000045,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 are you gonna lo um do more pumpkins, are you gonna carve some more pumpkins,0.0,JES,JES,2.758999999999986,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 are you gonna carve some more pumpkins, yeah,0.0,JES,CHI,3.990000000000009,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, you're gonna show you can show Seamus what you did,0.0,CHI,JES,0.7319999999999993,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you're gonna show you can show Seamus what you did, right just like you showed me right,0.0,JES,JES,2.9259999999999877,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 right just like you showed me right, yeah,0.0,JES,CHI,1.5459999999999923,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, hm,0.0,CHI,JES,1.0640000000000214,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 hm, Seamus is my friend,0.0,JES,CHI,0.7320000000000277,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 Seamus is my friend, Sea Seamus comes over to my house,0.0,CHI,CHI,3.4909999999999854,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 Sea Seamus comes over to my house, he does,0.0,CHI,JES,3.822999999999979,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 he does, yes,0.0,JES,CHI,0.6490000000000009,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yes, and what do you guys do,0.0,CHI,JES,0.7309999999999945,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and what do you guys do, he sometimes grabs things,0.0,JES,CHI,1.4150000000000205,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 he sometimes grabs things, he what,0.0,CHI,JES,4.7029999999999745,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 he what, no I know,11.0,JES,MOT,0.7150000000000318,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no I know, mommy you tell,0.0,MOT,CHI,0.5159999999999627,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 mommy you tell, I love when babies get like that,0.0,CHI,JES,0.46500000000003183,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I love when babies get like that, so have we tol did you tell Jessica about when grandma was here and what you did,28.0,JES,MOT,2.194999999999993,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 so have we tol did you tell Jessica about when grandma was here and what you did, no,0.0,MOT,CHI,3.6569999999999823,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, well tell Jessica,0.0,CHI,MOT,0.6829999999999927,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well tell Jessica, what are the fun things you did with grandma,0.0,MOT,MOT,0.8629999999999995,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what are the fun things you did with grandma, you tell them to me and I'll tell them to her,0.0,MOT,CHI,1.3800000000000523,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell them to me and I'll tell them to her, oh I see,0.0,CHI,MOT,3.1089999999999804,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh I see, I'll go pillow,6.0,MOT,MOT,2.908999999999992,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I'll go pillow, fight,0.0,MOT,CHI,0.8140000000000214,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 fight, did you have a pillow fight,0.0,CHI,JES,2.1119999999999663,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 did you have a pillow fight, and another word,0.0,JES,CHI,2.444000000000017,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and another word, and where did you have the pillow fights,0.0,CHI,MOT,3.6580000000000155,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and where did you have the pillow fights, in upstairs on the bed,0.0,MOT,CHI,2.359999999999957,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 in upstairs on the bed, you did,0.0,CHI,JES,4.073000000000036,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you did, on the bed,-0.5999999999999659,JES,CHI,0.8159999999999741,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 on the bed, grandma,0.0,CHI,CHI,1.1469999999999914,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 grandma, actually you know what we should tell her,0.0,CHI,MOT,1.7789999999999964,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 actually you know what we should tell her, when was Grandma here,0.0,MOT,MOT,3.822999999999979,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 when was Grandma here, you tell me,0.0,MOT,CHI,0.8990000000000009,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, how how long ago was she here,0.0,CHI,MOT,2.11099999999999,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 how how long ago was she here, you tell me,0.0,MOT,CHI,3.9910000000000423,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, I tell you,0.0,CHI,MOT,1.044999999999959,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I tell you, what do you think,0.0,MOT,MOT,1.2320000000000277,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what do you think, I dunno don't know,0.0,MOT,CHI,0.6469999999999914,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I dunno don't know, was she was she here a long time ago,0.0,CHI,MOT,1.9449999999999932,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 was she was she here a long time ago, was she here yesterday,6.0,MOT,MOT,4.473000000000013,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 was she here yesterday, no,0.0,MOT,CHI,2.146000000000015,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no, was she here,0.0,CHI,MOT,1.5109999999999673,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 was she here, yes,0.0,MOT,CHI,1.728999999999985,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yes, was she here yesterday,0.0,CHI,MOT,0.33300000000002683,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 was she here yesterday, yeah,0.0,MOT,CHI,1.2959999999999923,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, yeah,0.0,CHI,MOT,0.5169999999999959,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, how long ago was yesterday,0.0,MOT,MOT,0.8629999999999995,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 how long ago was yesterday, you tell me,0.0,MOT,CHI,1.9630000000000223,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, a short time,0.0,CHI,CHI,1.711999999999989,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 a short time, oh yeah,0.0,CHI,MOT,2.259999999999991,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh yeah, like how many how many going to beds how many sleeping and waking up is yesterday,2.0,MOT,MOT,0.6480000000000246,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 like how many how many going to beds how many sleeping and waking up is yesterday, I don't know,0.0,MOT,CHI,5.1200000000000045,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I don't know, you're doing silly thing to me and I don't wanna,0.0,CHI,CHI,2.0459999999999923,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you're doing silly thing to me and I don't wanna, well should I ask Avril,6.0,CHI,MOT,4.22199999999998,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well should I ask Avril, yeah,0.0,MOT,CHI,1.629000000000019,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, okay I'll ask Avril,0.0,CHI,MOT,0.8979999999999677,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 okay I'll ask Avril, you're such a good,10.0,MOT,MOT,0.7320000000000277,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you're such a good, xxx,-1.0,MOT,CHI,1.7130000000000223,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 xxx, well how about this have we ever told Jessica how long ago Avril was born,0.0,CHI,MOT,1.9629999999999654,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well how about this have we ever told Jessica how long ago Avril was born, when I was two,0.0,MOT,CHI,5.136000000000024,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 when I was two, when you were two,0.0,CHI,JES,3.391999999999996,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 when you were two, when I was two,0.0,JES,CHI,0.8969999999999914,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 when I was two, oh,0.0,CHI,JES,1.4800000000000182,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 oh, is that when she was born,0.0,JES,MOT,0.882000000000005,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 is that when she was born, yes,0.0,MOT,CHI,1.044999999999959,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yes, cool,-1.066000000000031,CHI,JES,1.066000000000031,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 cool, yeah,0.0,JES,MOT,1.5459999999999923,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, you Avril was in your tummy and then can I jump on your tummy,0.0,MOT,CHI,0.9809999999999945,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you Avril was in your tummy and then can I jump on your tummy, yeah well maybe soon,0.0,CHI,MOT,7.315000000000055,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah well maybe soon, yeah so,5.0,MOT,JES,2.027999999999963,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah so, can I do it right now,0.0,JES,CHI,2.194000000000017,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 can I do it right now, well maybe when Avril's not on my lap you can jump on my tummy gently,0.0,CHI,MOT,2.9259999999999877,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well maybe when Avril's not on my lap you can jump on my tummy gently, why,0.0,MOT,CHI,4.324000000000012,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 why, why gently,0.0,CHI,MOT,2.6270000000000095,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 why gently, yeah,0.0,MOT,CHI,1.1129999999999995,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, you don't wanna hurt mommy,-0.0009999999999763531,CHI,JES,0.7319999999999709,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you don't wanna hurt mommy, yeah even though there's no longer a baby in my tummy and my stomach has recovered from having a baby in my tummy it still might hurt,0.0,JES,MOT,1.149000000000001,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah even though there's no longer a baby in my tummy and my stomach has recovered from having a baby in my tummy it still might hurt, yeah,0.0,MOT,CHI,6.897999999999968,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, you know you're funny,0.0,CHI,CHI,1.6299999999999955,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you know you're funny, I am,-0.0009999999999763531,CHI,MOT,4.805000000000007,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I am, yeah,0.0,MOT,CHI,0.9819999999999709,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, well where do I get it from,0.0,CHI,MOT,0.4810000000000514,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well where do I get it from, me,0.0,MOT,CHI,1.0649999999999977,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 me, yeah,0.0,CHI,MOT,2.1269999999999527,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, well we were gonna go do something with grandma do you remember that,26.0,MOT,MOT,1.2800000000000296,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well we were gonna go do something with grandma do you remember that, yeah,0.0,MOT,CHI,3.4260000000000446,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, what was it that we were gonna go and do with grandma,0.0,CHI,MOT,1.0459999999999354,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what was it that we were gonna go and do with grandma, what,0.0,MOT,CHI,2.19399999999996,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what, remember we were going to go to that museum,0.0,CHI,MOT,0.8990000000000009,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 remember we were going to go to that museum, yeah,0.0,MOT,CHI,2.2770000000000437,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, yeah,0.0,CHI,MOT,1.2129999999999654,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, I think we can do that today,0.0,MOT,CHI,0.8980000000000246,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 I think we can do that today, no not today,0.0,CHI,MOT,1.8970000000000482,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 no not today, today you have plans remember,0.0,MOT,JES,1.1119999999999663,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 today you have plans remember, okay,0.0,JES,CHI,2.294999999999959,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 okay, okay,0.0,CHI,MOT,2.094000000000051,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 okay, well but then the day that grandma left then we went on a little outing do you remember where we went,0.0,MOT,MOT,1.0649999999999409,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 well but then the day that grandma left then we went on a little outing do you remember where we went, where,0.0,MOT,CHI,8.379000000000019,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where, it I'm trying to think okay I'll think of a hint,0.0,CHI,MOT,0.6000000000000227,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 it I'm trying to think okay I'll think of a hint, it was very cold,0.0,MOT,MOT,3.740000000000009,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 it was very cold, yeah,0.0,MOT,CHI,1.9629999999999654,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, and we went with daddy,0.0,CHI,MOT,1.1299999999999955,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and we went with daddy, yeah,0.0,MOT,CHI,2.2950000000000728,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, and we met Andrew there and Jamie and Helen and Wendel,0.0,CHI,MOT,0.9809999999999945,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and we met Andrew there and Jamie and Helen and Wendel, where,0.0,MOT,CHI,6.880999999999972,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where, where did we go,0.0,CHI,MOT,1.1470000000000482,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 where did we go, you tell me,0.0,MOT,CHI,0.7319999999999709,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, um and we got something that is in this room,0.0,CHI,MOT,0.8310000000000173,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 um and we got something that is in this room, you tell me,0.0,MOT,CHI,6.798999999999978,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, and it's colored orange,0.0,CHI,MOT,1.8959999999999582,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and it's colored orange, what is it,0.0,MOT,CHI,3.8070000000000164,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what is it, you you te tell me,0.0,CHI,CHI,2.294999999999959,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you you te tell me, and it's right in front of you,0.0,CHI,MOT,3.6400000000001,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and it's right in front of you, what color is the colored dog,0.0,MOT,MOT,3.7409999999999854,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what color is the colored dog, red,0.0,MOT,CHI,5.6200000000000045,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 red, yeah,0.0,CHI,MOT,1.5629999999999882,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, what's colored orange that's right in front of you,0.0,MOT,MOT,0.4479999999999791,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 what's colored orange that's right in front of you, this,0.0,MOT,CHI,1.3959999999999582,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 this, xxx okay,0.0,CHI,MOT,2.11200000000008,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 xxx okay, that,0.0,MOT,CHI,1.7129999999999654,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 that, yes,0.0,CHI,MOT,0.7309999999999945,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yes, so where did we go,0.0,MOT,MOT,0.7480000000000473,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 so where did we go, you tell me,0.0,MOT,CHI,3.5739999999999554,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me, you tell me mommy,0.0,CHI,CHI,0.6309999999999718,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me mommy, you tell me my mommy,0.0,CHI,CHI,2.02800000000002,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you tell me my mommy, you're stinky,0.0,CHI,JES,3.923999999999978,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 you're stinky, we we went to the pumpkin farm remember,2.0,JES,MOT,3.9560000000000173,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 we we went to the pumpkin farm remember, to the pumpkin farm,0.0,MOT,CHI,3.0090000000000146,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 to the pumpkin farm, yeah,0.0,CHI,MOT,2.2939999999999827,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 yeah, and what did you do there,0.0,MOT,JES,1.149000000000001,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 and what did you do there, to the pumpkins,0.0,JES,CHI,1.2129999999999654,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 to the pumpkins, the pumpkins,0.0,CHI,JES,3.3070000000000164,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
 the pumpkins, did you pick your own pumpkin,0.0,JES,JES,1.629000000000019,False,['P3Y03M14D'],False,False,False,/content/drive/My Drive/childes/Eng-NA/Weist/Emma/030314.xml
